student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,prediccion,real,recomendaciones
4149,23,Female,Undergraduate,2.19,2.19,1.76,1.42,3.26,7.24,10.28,86,300,1,1,Good,6,21.94,61.25,23.81,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2951,24,Other,High School,4.31,1.26,2.18,0.0,0.31,8.05,10.08,92,422,0,1,Good,6,23.79,54.94,29.62,0,0,Revisar habitos generales con un tutor academico
3623,20,Male,High School,1.64,2.1,2.27,1.51,2.52,5.57,10.49,24,266,0,1,Average,8,14.95,68.2,10.42,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
858,24,Male,High School,2.77,2.37,2.33,3.66,0.08,7.48,9.01,16,371,0,1,Poor,4,15.33,48.32,22.66,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
3780,20,Other,Undergraduate,4.52,1.03,1.97,4.56,1.95,7.0,8.4,76,83,0,0,Good,5,30.19,35.64,35.48,0,1,Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2803,24,Female,Postgraduate,5.62,0.06,3.29,2.38,3.05,4.45,8.33,73,212,1,0,Good,1,11.61,41.99,31.22,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
4813,17,Female,Undergraduate,3.8,3.46,4.1,2.74,0.22,6.52,7.72,133,106,1,1,Poor,6,34.55,50.75,32.9,0,1,Aumentar horas de estudio a minimo 6 horas diarias
2950,24,Other,High School,5.25,1.76,3.31,3.29,1.34,7.21,8.47,103,360,1,0,Good,1,18.86,42.28,23.78,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1266,21,Female,High School,2.92,0.65,3.04,0.9,2.43,6.51,8.64,31,52,1,1,Good,7,35.41,64.69,29.6,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso
2583,19,Female,Undergraduate,0.78,3.16,2.22,2.24,2.46,7.02,12.02,124,186,1,1,Average,7,24.06,64.41,12.2,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4747,25,Other,Postgraduate,1.04,1.9,1.43,2.55,3.27,6.35,6.79,6,113,1,1,Good,1,8.22,67.01,1.0,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2135,21,Male,High School,3.81,3.66,1.29,5.94,1.43,7.18,10.29,50,289,1,0,Poor,5,20.33,52.21,27.79,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4026,20,Female,Postgraduate,4.34,0.95,2.51,3.7,2.09,5.33,7.63,27,423,1,1,Average,10,25.72,73.87,33.7,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2892,24,Female,Undergraduate,4.44,3.75,1.18,1.52,0.0,8.1,4.8,97,413,1,1,Good,4,31.74,51.28,34.76,0,0,Buscar apoyo en el servicio de bienestar universitario
3194,18,Other,Postgraduate,4.94,2.69,0.09,4.08,0.0,8.45,7.86,8,134,0,0,Poor,2,20.15,18.49,34.92,0,1,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3242,20,Other,High School,2.16,2.21,3.46,0.0,0.0,7.9,10.13,47,322,1,1,Good,9,33.85,62.09,32.01,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso
963,23,Other,Postgraduate,3.97,2.32,1.69,2.48,1.0,7.02,8.0,37,494,1,0,Average,4,40.9,54.91,28.87,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
2159,25,Other,High School,4.19,1.05,2.32,3.42,4.52,5.49,4.43,60,327,0,1,Good,3,14.33,57.61,11.85,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
3687,19,Female,Postgraduate,5.06,3.53,0.56,2.04,2.52,4.75,8.34,40,461,1,1,Average,7,27.91,87.98,30.32,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2360,23,Other,Undergraduate,2.79,3.43,2.09,2.53,3.05,8.95,8.24,92,55,0,1,Poor,1,18.07,32.13,12.01,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3342,17,Male,Undergraduate,1.11,5.05,0.58,3.15,1.37,6.17,10.4,11,430,1,1,Poor,10,34.47,72.64,26.47,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4700,23,Female,High School,0.99,0.82,0.72,4.81,0.5,5.73,4.56,92,465,0,1,Good,1,12.5,56.66,1.0,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1549,18,Male,Undergraduate,1.85,1.47,1.47,6.56,0.0,7.45,6.85,95,178,1,0,Good,7,23.52,54.3,21.26,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4,17,Other,High School,5.75,2.08,3.01,2.27,2.2,6.31,11.67,113,480,1,1,Poor,3,22.31,77.31,20.92,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1121,18,Other,Postgraduate,3.05,2.44,3.09,5.15,0.33,5.67,7.02,14,367,0,0,Average,9,23.53,47.16,36.1,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2327,25,Female,High School,5.31,2.08,1.65,1.91,0.0,8.24,9.27,105,133,1,1,Good,3,27.96,42.0,34.98,0,0,Buscar apoyo en el servicio de bienestar universitario
1784,24,Female,Postgraduate,1.28,2.9,1.1,4.18,3.95,8.87,5.74,75,256,1,0,Good,1,7.24,43.11,7.79,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2504,18,Female,High School,2.7,2.4,2.68,1.32,2.24,5.79,1.0,67,291,1,1,Poor,3,11.54,60.49,6.92,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
1322,19,Other,High School,1.8,1.38,2.13,2.99,3.13,7.4,9.8,130,195,1,1,Good,3,20.68,64.67,1.17,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
739,22,Male,High School,6.97,1.37,2.37,4.92,3.0,5.21,3.47,86,43,0,0,Average,1,6.82,25.35,23.4,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
4877,18,Male,Undergraduate,3.52,4.2,0.19,0.31,0.0,6.92,8.71,27,59,1,1,Poor,1,24.36,68.0,2.28,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
3100,20,Female,Undergraduate,3.13,5.08,1.49,4.15,0.48,6.96,6.05,73,30,1,1,Good,4,29.98,60.21,23.79,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
252,18,Male,Undergraduate,2.38,4.58,2.56,3.12,1.96,8.89,7.82,73,408,0,1,Good,6,30.85,45.55,22.5,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2650,20,Other,Undergraduate,3.62,3.62,3.47,1.51,2.34,6.03,4.6,133,266,0,0,Average,6,27.22,35.55,35.93,0,0,Aumentar horas de estudio a minimo 6 horas diarias
834,23,Male,Undergraduate,3.98,3.7,1.95,3.44,0.92,4.16,2.97,128,429,0,0,Poor,3,19.63,42.57,23.65,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
3576,21,Female,High School,3.01,0.89,2.33,3.69,0.35,5.88,9.85,59,152,1,1,Poor,4,25.17,66.64,10.52,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2506,16,Male,Undergraduate,4.86,5.14,2.24,3.26,4.07,5.87,8.05,15,343,1,1,Average,4,21.25,79.29,24.46,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
249,23,Other,Undergraduate,1.01,3.56,3.25,3.18,0.0,6.6,7.51,77,7,1,1,Poor,5,20.97,48.81,21.21,0,0,Aumentar horas de estudio a minimo 6 horas diarias
4171,24,Female,Postgraduate,4.76,2.74,1.95,4.61,0.0,6.68,8.86,107,88,1,1,Good,2,21.04,63.71,15.36,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3475,20,Other,Postgraduate,3.34,1.76,2.03,1.47,0.59,7.57,8.84,60,269,0,1,Average,5,18.31,48.02,26.78,0,0,Aumentar horas de estudio a minimo 6 horas diarias
1747,24,Female,High School,4.11,2.86,1.76,2.91,1.72,5.43,13.53,108,150,1,0,Average,2,24.12,57.24,23.4,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
4539,19,Female,High School,1.55,1.44,2.04,3.94,2.16,6.89,8.56,19,425,1,1,Good,6,14.52,66.55,11.51,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4147,18,Female,High School,1.07,1.46,2.17,2.63,0.95,7.13,5.48,125,445,1,0,Poor,8,14.22,37.31,26.43,0,0,Aumentar horas de estudio a minimo 6 horas diarias
1257,24,Male,Undergraduate,2.43,1.48,2.1,3.28,3.07,6.57,5.39,124,8,0,0,Average,1,14.06,20.42,23.25,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4726,19,Other,High School,2.67,1.95,3.31,2.53,2.45,6.21,7.21,63,330,1,0,Poor,4,18.85,53.4,11.95,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1468,22,Male,Undergraduate,7.83,1.33,3.13,3.13,1.23,5.8,3.3,65,449,1,1,Good,1,26.39,69.67,30.05,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1445,20,Female,Undergraduate,3.56,4.09,3.34,2.16,2.43,7.63,4.79,0,21,0,1,Average,2,25.38,33.13,21.2,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4415,22,Other,Postgraduate,4.32,2.67,2.85,5.07,0.6,7.64,9.31,103,382,1,1,Average,3,29.1,49.28,30.7,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1221,18,Male,Undergraduate,1.78,1.03,1.4,2.9,0.91,6.16,7.97,17,120,1,0,Poor,10,24.13,61.67,30.38,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso
948,17,Female,High School,2.59,4.38,2.09,1.03,2.16,5.67,10.07,112,285,1,1,Poor,8,35.65,67.45,25.05,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Establecer rutina de sueno de minimo 7 horas diarias
617,16,Male,High School,5.76,1.23,2.23,2.07,0.0,7.46,9.01,139,112,1,1,Poor,3,17.2,48.09,33.08,0,0,Buscar apoyo en el servicio de bienestar universitario
4348,18,Other,High School,2.16,4.13,4.04,2.05,1.59,7.77,10.72,127,397,1,1,Average,5,20.22,57.61,17.39,0,0,Aumentar horas de estudio a minimo 6 horas diarias
3183,24,Male,Postgraduate,5.37,1.77,0.83,2.14,0.69,7.87,6.85,31,63,1,0,Average,1,30.55,34.67,31.5,0,1,Buscar apoyo en el servicio de bienestar universitario
3336,16,Female,Postgraduate,2.53,1.51,1.1,4.83,1.98,6.74,11.46,0,166,1,1,Good,9,18.56,66.49,26.52,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
523,23,Female,Postgraduate,1.38,2.35,2.17,3.2,0.67,7.02,1.0,20,377,1,1,Poor,5,10.99,47.96,11.99,0,0,Aumentar horas de estudio a minimo 6 horas diarias
3866,22,Female,Undergraduate,3.13,2.41,4.05,0.0,2.31,5.44,4.07,66,380,1,1,Average,3,20.55,60.24,17.98,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
4832,23,Other,Postgraduate,6.24,1.3,1.99,3.14,2.82,6.19,5.49,43,219,0,1,Poor,4,29.06,51.71,30.58,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1324,19,Male,Postgraduate,4.11,0.31,1.45,0.41,0.73,6.77,1.0,10,47,0,1,Poor,2,23.69,35.45,27.25,0,1,Buscar apoyo en el servicio de bienestar universitario
69,21,Female,High School,4.9,1.56,3.26,3.08,1.54,7.48,6.29,17,441,0,0,Poor,3,29.04,38.91,27.83,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2369,16,Male,Postgraduate,3.04,0.0,1.3,3.81,3.24,7.42,3.64,0,359,0,1,Good,6,23.84,48.44,18.89,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4307,21,Female,Undergraduate,2.83,4.81,3.58,2.39,1.78,8.38,3.9,123,42,1,1,Good,4,30.1,33.75,23.65,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1822,17,Female,High School,4.44,3.15,0.0,3.96,0.96,7.93,7.39,40,277,1,1,Good,1,27.36,58.6,17.16,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
383,19,Female,Postgraduate,4.66,2.54,2.04,0.0,1.45,7.02,8.47,15,236,1,1,Poor,2,33.28,60.13,32.77,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
2119,20,Male,High School,5.48,2.1,1.23,3.73,2.74,5.44,6.03,149,420,0,0,Poor,2,11.47,37.81,20.82,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2377,18,Other,Undergraduate,3.88,1.31,2.44,3.47,0.04,6.14,13.71,59,29,1,1,Good,7,34.29,68.5,38.46,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso
1788,21,Female,Undergraduate,5.11,2.53,0.97,4.39,0.71,7.02,4.54,89,58,0,1,Good,2,16.24,36.24,28.46,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2622,22,Male,Undergraduate,4.57,3.22,3.89,0.82,0.94,7.36,13.59,145,242,0,0,Good,2,26.26,43.66,23.65,0,0,Buscar apoyo en el servicio de bienestar universitario
3224,20,Female,Postgraduate,4.81,1.15,2.4,2.76,3.67,5.46,4.09,101,39,0,1,Average,4,22.97,37.36,35.2,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
664,24,Other,High School,4.6,0.8,1.43,4.13,0.88,8.85,11.88,70,65,1,0,Poor,3,19.33,32.31,29.93,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3251,21,Male,Postgraduate,4.36,2.67,1.3,2.07,0.77,8.4,5.13,20,303,1,1,Poor,4,26.05,62.17,17.86,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
4214,22,Male,High School,3.01,1.99,1.35,3.53,2.67,8.84,7.13,58,14,0,1,Average,1,17.87,40.93,9.36,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
90,19,Other,Undergraduate,8.29,4.72,2.4,1.98,2.25,6.8,9.42,44,52,1,1,Good,2,25.75,62.19,33.98,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4741,22,Female,Postgraduate,4.01,0.08,3.01,2.73,2.34,5.76,4.9,127,373,0,1,Average,3,15.47,42.82,24.35,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1712,23,Female,Postgraduate,4.3,3.73,3.6,5.81,0.0,6.1,8.13,57,485,1,1,Good,3,17.29,63.32,17.95,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1147,17,Other,Undergraduate,7.78,2.22,3.17,4.24,2.17,6.67,8.97,90,353,0,0,Poor,2,25.34,44.76,35.64,0,1,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3038,25,Female,Undergraduate,5.11,1.37,2.62,2.26,0.0,6.15,1.61,76,338,0,1,Poor,4,25.67,53.45,34.12,0,0,Buscar apoyo en el servicio de bienestar universitario
3429,16,Male,High School,2.43,1.48,1.58,3.96,1.26,6.59,9.54,75,256,0,1,Good,4,17.36,54.44,12.74,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
1601,20,Other,High School,2.8,2.15,1.39,3.75,1.4,8.49,11.19,29,335,0,1,Good,6,17.93,57.22,14.41,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2687,22,Other,Postgraduate,1.58,2.82,0.74,2.97,1.57,8.4,13.01,47,39,1,0,Good,9,34.29,39.63,22.96,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2192,21,Female,High School,3.81,3.11,2.9,1.56,2.05,6.89,10.64,42,184,0,1,Average,6,22.58,53.47,23.47,0,0,Aumentar horas de estudio a minimo 6 horas diarias
2219,22,Male,Postgraduate,5.24,3.72,5.16,4.25,1.37,7.42,4.49,132,100,1,0,Good,1,21.78,21.46,31.69,0,1,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
204,21,Male,High School,2.92,2.09,0.0,4.23,0.0,8.15,6.72,143,496,0,0,Average,1,13.84,22.51,18.09,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3378,25,Male,Undergraduate,6.4,1.12,0.27,4.08,1.11,5.86,6.56,56,102,1,1,Average,4,19.12,69.84,27.0,0,0,Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2344,20,Other,Postgraduate,3.48,1.45,1.31,2.71,2.13,6.53,4.81,99,201,1,0,Poor,2,24.84,30.94,24.72,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3719,18,Male,Postgraduate,2.19,2.9,2.12,3.41,0.3,6.91,4.38,79,385,0,1,Good,1,7.61,35.4,8.3,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
3332,18,Male,High School,2.28,3.05,1.89,2.23,0.0,6.48,6.68,143,460,0,1,Good,6,28.53,58.13,29.88,0,0,Aumentar horas de estudio a minimo 6 horas diarias
4042,17,Male,High School,2.86,2.4,2.9,2.96,0.0,6.46,8.74,40,273,0,1,Poor,2,18.42,61.01,2.92,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Buscar apoyo en el servicio de bienestar universitario
1582,21,Female,Postgraduate,2.99,1.47,2.19,1.41,1.1,5.83,5.25,101,151,0,1,Average,4,17.66,48.03,18.12,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
577,21,Female,Undergraduate,3.52,5.02,1.95,4.18,0.67,7.52,2.94,10,422,0,1,Average,5,33.05,49.36,31.68,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
4163,19,Male,High School,6.47,3.26,3.23,2.6,2.64,8.72,5.12,5,202,1,0,Poor,2,30.11,30.35,32.18,0,0,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2904,16,Male,High School,4.86,3.16,1.16,0.82,0.94,7.05,9.22,51,20,0,0,Average,3,25.06,20.63,30.89,0,0,Buscar apoyo en el servicio de bienestar universitario
4199,23,Male,High School,2.85,4.08,2.53,1.42,0.16,7.51,8.35,137,364,1,1,Good,3,25.77,54.91,9.48,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
4176,25,Other,Postgraduate,0.77,1.22,3.27,4.23,1.59,5.48,5.57,128,96,0,0,Good,8,22.79,33.77,21.29,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
2316,16,Other,Postgraduate,3.83,2.05,0.0,2.96,1.04,9.26,8.44,31,203,1,1,Good,3,30.66,54.68,19.11,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario
1014,19,Male,Postgraduate,1.13,4.88,2.08,2.82,1.98,6.55,4.3,85,119,1,1,Average,5,22.43,42.29,12.34,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3977,21,Female,Postgraduate,4.25,0.34,0.71,3.95,3.22,5.92,6.09,101,236,1,1,Average,7,32.85,60.0,35.76,0,0,Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
1035,19,Female,Undergraduate,4.55,4.61,2.59,3.49,0.0,7.59,8.26,52,37,1,1,Good,7,36.81,50.98,34.48,0,0,Revisar habitos generales con un tutor academico
11,25,Other,Postgraduate,2.28,2.69,2.95,3.27,0.6,6.4,4.94,146,24,1,1,Poor,8,19.21,48.25,24.48,0,0,Aumentar horas de estudio a minimo 6 horas diarias
3218,18,Other,Undergraduate,6.9,4.44,1.31,1.68,0.4,6.28,8.58,94,469,0,0,Good,1,38.36,53.9,31.25,0,1,Buscar apoyo en el servicio de bienestar universitario
1940,24,Other,High School,0.05,1.49,0.84,4.05,0.0,7.8,6.46,118,407,0,0,Poor,10,23.77,20.91,31.91,0,1,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2762,23,Other,Undergraduate,4.98,2.24,2.45,4.39,2.75,9.57,6.99,67,174,1,0,Poor,3,25.56,22.22,32.48,0,1,Buscar apoyo en el servicio de bienestar universitario | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
2090,18,Male,Undergraduate,0.38,3.73,1.33,1.45,1.35,5.42,10.56,99,498,0,0,Good,3,22.23,54.48,10.47,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Buscar apoyo en el servicio de bienestar universitario | Establecer rutina de sueno de minimo 7 horas diarias
3640,17,Other,Undergraduate,1.83,3.26,3.16,5.44,2.72,6.91,8.1,3,44,1,0,Average,7,21.82,41.52,23.6,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3060,21,Female,Undergraduate,1.28,1.17,3.03,3.08,0.0,9.4,7.33,146,329,0,0,Poor,6,25.16,16.17,28.64,0,1,Aumentar horas de estudio a minimo 6 horas diarias
4366,23,Male,Undergraduate,5.57,2.76,0.95,5.56,0.56,8.38,9.92,31,1,1,0,Poor,5,30.06,29.78,36.2,0,1,Reducir redes sociales y videojuegos - invertir ese tiempo en estudio
3410,22,Other,Postgraduate,3.02,3.24,2.7,1.21,1.35,6.43,7.93,134,474,0,1,Good,7,34.96,47.66,27.7,0,1,Aumentar horas de estudio a minimo 6 horas diarias
3253,24,Male,High School,2.18,5.19,1.14,5.05,0.0,5.12,7.65,29,251,1,1,Good,8,35.39,76.93,19.09,0,0,Aumentar horas de estudio a minimo 6 horas diarias | Nivel de agotamiento alto - incluir pausas y descanso | Reducir redes sociales y videojuegos - invertir ese tiempo en estudio | Establecer rutina de sueno de minimo 7 horas diarias
